time,<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
2536,VCB,20190903,59.1405,59.2927,58.3794,59.2166,580830
2537,VCB,20190904,59.2166,59.2166,58.5316,58.8361,527770
2538,VCB,20190905,58.8361,59.9778,58.76,59.0644,408900
2539,VCB,20190906,59.0644,59.3689,58.6077,58.8361,287990
2540,VCB,20190909,58.8361,58.9122,58.6077,58.76,236440
2541,VCB,20190910,58.76,60.2822,58.6838,59.1405,651950
2542,VCB,20190911,59.1405,59.7494,58.8361,59.5211,141450
2543,VCB,20190912,59.5211,60.5106,59.7494,60.5106,800240
2544,VCB,20190913,60.5106,62.4134,60.7389,62.3373,1408780
2545,VCB,20190916,62.3373,62.9462,61.5001,61.6523,697310
2546,VCB,20190917,61.6523,61.8806,61.2717,61.7284,896290
2547,VCB,20190918,61.7284,62.794,61.2717,61.3478,809820
2548,VCB,20190919,61.3478,62.1851,61.2717,62.0329,527230
2549,VCB,20190920,62.0329,63.0223,61.6523,61.6523,2794080
2550,VCB,20190923,61.6523,62.3373,60.13,60.13,1187100
2551,VCB,20190924,60.13,61.5001,60.0539,61.3478,791470
2552,VCB,20190925,61.3478,61.5762,60.4345,61.4239,729340
2553,VCB,20190926,61.4239,61.8806,61.1195,61.6523,1040190
2554,VCB,20190927,61.6523,63.2507,61.5001,63.0984,1388490
2555,VCB,20190930,63.0984,63.4029,62.3373,62.4895,775770
2556,VCB,20191001,62.4895,63.6312,62.2612,63.479,795100
2557,VCB,20191002,63.479,63.7074,62.1851,62.4134,1224650
2558,VCB,20191003,62.4134,62.4134,61.3478,62.4134,1003810
2559,VCB,20191004,62.4134,63.5551,62.2612,63.1746,1121700
2560,VCB,20191007,63.1746,64.3163,63.0223,63.0223,1134390
2561,VCB,20191008,63.0223,64.9252,63.0223,64.773,1461940
2562,VCB,20191009,64.773,65.2296,64.3163,64.3163,860160
2563,VCB,20191010,64.3163,64.8491,64.3163,64.3924,753670
2564,VCB,20191011,64.3924,65.0013,64.2402,64.9252,730370
2565,VCB,20191014,64.9252,65.458,64.6968,64.6968,620800
2566,VCB,20191015,64.6968,65.0013,64.4685,64.8491,648400
2567,VCB,20191016,64.8491,65.6863,65.2296,65.5341,668740
2568,VCB,20191017,65.5341,65.7624,64.5446,64.8491,1023870
2569,VCB,20191018,64.8491,65.3057,64.5446,64.6968,417240
2570,VCB,20191021,64.6968,64.6968,63.6312,64.0879,561470
2571,VCB,20191022,64.0879,65.3057,64.0879,65.0013,473090
2572,VCB,20191023,65.0013,65.3057,64.3924,64.9252,538120
2573,VCB,20191024,64.9252,66.2191,64.773,66.143,660180
2574,VCB,20191025,66.143,67.3608,65.9147,66.9803,838210
2575,VCB,20191028,66.9803,67.1325,66.5236,66.5236,383850
2576,VCB,20191029,66.5236,66.5997,65.6863,65.7624,702620
2577,VCB,20191030,65.7624,67.1325,65.5341,66.828,607710
2578,VCB,20191031,66.828,67.3608,66.6758,66.7519,319340
2579,VCB,20191101,66.7519,68.0459,66.5997,67.5892,1071470
2580,VCB,20191104,67.5892,70.4054,67.9697,70.0248,1091260
2581,VCB,20191105,70.0248,70.4054,69.0353,69.1114,616630
2582,VCB,20191106,69.1114,70.2532,69.0353,69.2637,673230
2583,VCB,20191107,69.2637,69.9487,69.2637,69.492,360850
2584,VCB,20191108,69.492,69.9487,69.1114,69.6442,416510
2585,VCB,20191111,69.6442,69.8726,69.2637,69.492,423790
2586,VCB,20191112,69.492,70.1009,69.492,69.7965,595820
2587,VCB,20191113,69.7965,70.177,68.5025,68.8831,706550
2588,VCB,20191114,68.8831,69.5681,68.6548,69.1876,375320
2589,VCB,20191115,69.1876,69.2637,68.0459,68.2742,565270
2590,VCB,20191118,68.2742,68.4264,66.5997,66.6758,700550
2591,VCB,20191119,66.6758,69.2637,66.9803,69.2637,526560
2592,VCB,20191120,69.2637,69.2637,68.122,68.122,516280
2593,VCB,20191121,68.122,68.2742,66.5997,66.5997,1000670
2594,VCB,20191122,66.5997,67.3608,64.8491,65.0774,1346230
2595,VCB,20191125,65.0774,65.458,62.8701,64.3163,1445550
2596,VCB,20191126,64.3163,65.3057,64.3163,64.4685,727130
2597,VCB,20191127,64.4685,66.2191,64.9252,65.6863,484360
2598,VCB,20191128,65.6863,65.6863,64.6207,64.9252,494650
2599,VCB,20191129,64.9252,65.3057,64.6968,64.9252,318000
2600,VCB,20191202,64.9252,65.2296,63.1746,63.5551,438800
2601,VCB,20191203,63.5551,64.0118,62.4134,62.4134,635370
2602,VCB,20191204,62.4134,64.5446,62.0329,64.4685,376730
2603,VCB,20191205,64.4685,65.2296,64.3924,64.5446,378490
2604,VCB,20191206,64.5446,64.8491,64.2402,64.6207,256400
2605,VCB,20191209,64.6207,65.2296,64.2402,64.8491,400740
2606,VCB,20191210,64.8491,65.3819,64.6968,65.0013,512290
2607,VCB,20191211,65.0013,65.458,64.8491,65.3819,415080
2608,VCB,20191212,65.3819,66.9803,65.458,66.5997,464750
2609,VCB,20191213,66.5997,67.3608,66.5997,67.2847,746800
2610,VCB,20191216,67.2847,67.2847,64.6968,65.458,665550
2611,VCB,20191217,65.458,66.2191,64.9252,64.9252,266250
2612,VCB,20191218,64.9252,65.9908,64.9252,65.9908,845740
2613,VCB,20191219,65.9908,67.1325,65.458,66.9803,1014960
2614,VCB,20191220,66.9803,67.3608,66.828,67.2086,389360
2615,VCB,20191223,67.2086,69.2637,67.6653,69.1876,937250
2616,VCB,20191224,69.1876,69.1876,67.6653,68.5025,507600
2617,VCB,20191225,68.5025,69.1876,67.7414,68.4264,230880
2618,VCB,20191226,68.4264,68.8831,67.7414,68.0459,404110
2619,VCB,20191227,68.0459,68.8831,67.2086,68.8831,498870
2620,VCB,20191230,68.8829,70.8027,69.1133,69.8812,660140
2621,VCB,20191231,69.8812,69.958,69.1901,69.2669,230770
2622,VCB,20200102,69.2669,70.1884,68.8829,69.7276,386290
2623,VCB,20200103,69.7276,70.4955,69.0365,69.0365,536130
2624,VCB,20200106,69.0365,69.0365,67.1935,67.1935,880110
2625,VCB,20200107,67.1935,67.5006,65.5808,67.4238,1013270
2626,VCB,20200108,67.4238,67.5006,66.1952,66.8095,722280
2627,VCB,20200109,66.8095,68.2686,67.347,68.115,722670
2628,VCB,20200110,68.115,69.4204,67.5006,68.7293,1526920
2629,VCB,20200113,68.7293,68.9597,68.3454,68.6525,1044640
2630,VCB,20200114,68.6525,69.1133,68.4221,68.6525,1001130
2631,VCB,20200115,68.6525,68.8061,68.1918,68.5757,1471860
2632,VCB,20200116,68.5757,69.3437,68.2686,68.7293,1171580
2633,VCB,20200117,68.7293,72.5689,68.7293,72.5689,2219790
2634,VCB,20200120,72.5689,72.7993,71.801,72.185,832190
2635,VCB,20200121,72.185,72.6457,71.8778,72.185,749590
2636,VCB,20200122,72.185,72.9529,71.4938,71.7242,877710
2637,VCB,20200130,71.7242,71.7242,66.8095,68.2686,3541560
2638,VCB,20200131,68.2686,68.9597,67.347,68.115,1270160
2639,VCB,20200203,68.115,69.2669,63.7378,68.115,1457070
2640,VCB,20200204,68.115,68.9597,67.347,68.9597,1118410
2641,VCB,20200205,68.9597,69.4204,68.1918,68.2686,731310
2642,VCB,20200206,68.2686,69.8044,68.1918,68.6525,889570
2643,VCB,20200207,68.6525,69.7276,68.3454,69.1133,1170540
2644,VCB,20200210,69.1133,69.1133,67.9614,68.2686,607060
2645,VCB,20200211,68.2686,68.7293,68.2686,68.4989,520210
2646,VCB,20200212,68.4989,68.9597,68.4221,68.6525,609750
2647,VCB,20200213,68.6525,68.7293,68.1918,68.5757,633270
2648,VCB,20200214,68.5757,68.9597,68.3454,68.5757,432800
2649,VCB,20200217,68.5757,69.0365,68.4221,68.6525,343900
2650,VCB,20200218,68.6525,68.8061,68.3454,68.6525,432880
2651,VCB,20200219,68.6525,68.7293,68.3454,68.7293,264010
2652,VCB,20200220,68.7293,69.4204,68.4989,68.7293,541120
2653,VCB,20200221,68.7293,68.7293,68.3454,68.3454,898350
2654,VCB,20200224,68.3454,68.3454,66.0416,66.9631,995910
2655,VCB,20200225,66.9631,66.9631,65.888,66.1952,1229530
2656,VCB,20200226,66.1952,66.1952,64.5057,65.2737,1163030
2657,VCB,20200227,65.2737,65.2737,63.661,64.5057,1227980
2658,VCB,20200228,64.5057,64.5057,61.5108,63.277,1710080
2659,VCB,20200302,63.277,63.277,62.4323,62.8163,668980
2660,VCB,20200303,62.8163,64.1218,63.1235,63.1235,848270
2661,VCB,20200304,63.1235,63.1235,62.2019,62.7395,581530
2662,VCB,20200305,62.7395,64.1986,63.1235,63.8146,833710
2663,VCB,20200306,63.8146,65.8112,62.9699,64.8897,884750
2664,VCB,20200309,64.8897,64.8897,60.3589,60.3589,1209500
2665,VCB,20200310,60.3589,61.3572,57.9016,61.3572,1433230
2666,VCB,20200311,61.3572,61.7412,57.1336,59.1302,1806190
2667,VCB,20200312,59.1302,59.1302,55.0602,55.0602,1582400
2668,VCB,20200313,55.0602,56.0585,51.2206,54.5227,1859750
2669,VCB,20200316,54.5227,54.5227,51.067,51.5278,1022550
2670,VCB,20200317,51.5278,51.835,48.84,51.835,1364590
2671,VCB,20200318,51.835,54.2923,52.2189,53.2172,1099800
2672,VCB,20200319,53.2172,53.2172,50.6831,50.6831,1191150
2673,VCB,20200320,50.6831,50.9134,47.2274,47.2274,2763360
2674,VCB,20200323,47.2274,47.2274,43.9253,43.9253,1875070
2675,VCB,20200324,43.9253,44.8468,43.4646,44.5397,1498070
2676,VCB,20200325,44.5397,47.6114,45.8451,47.6114,1835730
2677,VCB,20200326,47.6114,49.6848,47.2274,48.5329,1484590
2678,VCB,20200327,48.5329,50.6063,47.9953,49.224,1569620
2679,VCB,20200330,49.224,49.224,45.9219,46.8434,1637330
2680,VCB,20200331,46.8434,49.224,46.0755,47.6114,957500
2681,VCB,20200401,47.6114,50.6063,47.2274,49.9151,1229320
2682,VCB,20200403,49.9151,50.9134,49.1472,50.2991,1726690
2683,VCB,20200406,50.2991,52.4493,50.6831,52.2189,2111200
2684,VCB,20200407,52.2189,52.9868,51.2974,52.3725,1773570
2685,VCB,20200408,52.3725,52.3725,51.2974,51.835,1778380
2686,VCB,20200409,51.835,55.2906,52.2189,54.5227,1795170
2687,VCB,20200410,54.5227,55.2138,53.4476,54.2155,1599380
2688,VCB,20200413,54.2155,55.137,53.7548,54.3691,1046830
2689,VCB,20200414,54.3691,54.3691,52.0653,53.678,1944570
2690,VCB,20200415,53.678,54.7531,53.5244,54.4459,1017740
2691,VCB,20200416,54.4459,54.6763,53.6012,54.6763,1057050
2692,VCB,20200417,54.6763,55.137,54.4459,54.8299,1473140
2693,VCB,20200420,54.8299,55.5978,54.3691,55.2138,1026030
2694,VCB,20200421,55.2138,55.2138,52.0653,54.9067,2159110
2695,VCB,20200422,54.9067,54.9067,52.9868,53.2172,1612290
2696,VCB,20200423,53.2172,54.5227,52.8333,53.1404,1201610
2697,VCB,20200424,53.1404,53.4476,51.835,52.9101,972170
2698,VCB,20200427,52.9101,53.678,51.2974,51.2974,2547060
2699,VCB,20200428,51.2974,52.6029,50.0687,51.451,2052860
2700,VCB,20200429,51.451,52.2957,51.451,52.2189,1523750
2701,VCB,20200504,52.2189,52.2957,51.2974,51.7582,852260
2702,VCB,20200505,51.7582,51.9885,51.2974,51.2974,1007640
2703,VCB,20200506,51.2974,51.9885,51.067,51.9118,855770
2704,VCB,20200507,51.9118,53.5244,51.9885,53.5244,1936540
2705,VCB,20200508,53.5244,56.9801,53.6012,56.4425,3865590
2706,VCB,20200511,56.4425,57.2104,55.6746,57.2104,1696160
2707,VCB,20200512,57.2104,58.3623,57.1336,58.0552,2199500
2708,VCB,20200513,58.0552,58.7463,55.2906,58.0552,1851970
2709,VCB,20200514,58.0552,58.6695,57.5176,58.3623,2121750
2710,VCB,20200515,58.3623,58.7463,58.0552,58.3623,1596240
2711,VCB,20200518,58.3623,60.6661,58.2087,60.2821,1002690
2712,VCB,20200519,60.2821,61.5108,60.5125,60.6661,1129270
2713,VCB,20200520,60.6661,61.2036,60.2053,61.1269,710200
2714,VCB,20200521,61.1269,62.3555,61.1269,62.3555,1425500
2715,VCB,20200522,62.3555,62.4323,61.434,62.2019,805710
2716,VCB,20200525,62.2019,62.4323,62.0484,62.2787,708710
2717,VCB,20200526,62.2787,63.4306,62.2019,63.3538,740930
2718,VCB,20200527,63.3538,64.8129,63.661,63.661,817770
2719,VCB,20200528,63.661,65.3504,63.7378,64.8897,1849310
2720,VCB,20200529,64.8897,66.0416,64.8897,65.4272,1161180
2721,VCB,20200601,65.4272,66.5791,65.6576,66.4255,725310
2722,VCB,20200602,66.4255,66.7327,66.272,66.5023,1009040
2723,VCB,20200603,66.5023,67.5006,66.7327,67.5006,462750
2724,VCB,20200604,67.5006,68.3454,67.5774,68.3454,450240
2725,VCB,20200605,68.3454,68.5757,66.8095,68.3454,810570
2726,VCB,20200608,68.3454,69.2669,67.8846,68.6525,802240
2727,VCB,20200609,68.6525,69.1133,68.6525,68.7293,417690
2728,VCB,20200610,68.7293,68.9597,68.5757,68.8061,793590
2729,VCB,20200611,68.8061,68.8061,66.8095,67.5774,1163900
2730,VCB,20200612,67.5774,67.5774,63.3538,65.7344,1612920
2731,VCB,20200615,65.7344,65.888,62.8163,62.9699,1218540
2732,VCB,20200616,62.9699,64.5057,63.277,64.2753,802980
2733,VCB,20200617,64.2753,65.4272,64.3521,64.6593,737830
2734,VCB,20200618,64.6593,66.4255,64.4289,65.2737,1809780
2735,VCB,20200619,65.2737,66.0416,65.2737,65.5808,723970
2736,VCB,20200622,65.5808,65.7344,65.2737,65.6576,1308600
2737,VCB,20200623,65.6576,66.8095,65.504,66.0416,917230
2738,VCB,20200624,66.0416,66.0416,64.5825,65.0433,710160
2739,VCB,20200625,65.0433,65.0433,63.5074,64.2753,506650
2740,VCB,20200626,64.2753,65.0433,63.7378,63.9682,355930
2741,VCB,20200629,63.9682,63.9682,62.2787,62.5859,594140
2742,VCB,20200630,62.5859,63.3538,61.434,61.6644,709990
2743,VCB,20200701,61.6644,63.5074,61.434,63.5074,404440
2744,VCB,20200702,63.5074,63.8914,62.2019,63.4306,469040
2745,VCB,20200703,63.4306,63.9682,63.1235,63.7378,370340
2746,VCB,20200706,63.7378,64.045,63.277,63.661,1218830
2747,VCB,20200707,63.661,64.6593,63.9682,64.045,1336830
2748,VCB,20200708,64.045,64.045,63.5842,63.7378,485190
2749,VCB,20200709,63.7378,64.4289,63.9682,64.1986,962170
2750,VCB,20200710,64.1986,64.1986,63.0467,63.5074,918560
2751,VCB,20200713,63.5074,64.1218,63.277,63.661,371630
2752,VCB,20200714,63.661,63.7378,63.1235,63.7378,427110
2753,VCB,20200715,63.7378,64.3521,63.8914,64.1218,1198530
2754,VCB,20200716,64.1218,64.4289,63.661,64.1218,1091190
2755,VCB,20200717,64.1218,64.1986,63.5842,63.5842,628000
2756,VCB,20200720,63.5842,63.5842,62.7395,63.1235,696830
2757,VCB,20200721,63.1235,63.5842,62.7395,63.3538,681740
2758,VCB,20200722,63.3538,63.3538,63.1235,63.3538,625320
2759,VCB,20200723,63.3538,63.5842,63.0467,63.3538,1350870
2760,VCB,20200724,63.3538,63.3538,60.2821,62.2019,1341540
2761,VCB,20200727,62.2019,62.2019,58.3623,59.1302,1274570
2762,VCB,20200728,59.1302,60.5125,58.7463,60.2821,910690
2763,VCB,20200729,60.2821,60.2821,57.6712,59.5142,833570
2764,VCB,20200730,59.5142,60.2821,59.3606,59.4374,937680
2765,VCB,20200731,59.4374,59.4374,58.3623,58.6695,672940
2766,VCB,20200803,58.6695,60.5125,58.3623,60.5125,422820
2767,VCB,20200804,60.5125,62.8931,60.9733,62.8931,616840
2768,VCB,20200805,62.8931,63.7378,61.7412,63.5074,778840
2769,VCB,20200806,63.5074,63.8146,62.8931,63.5842,802350
2770,VCB,20200807,63.5842,63.7378,63.277,63.661,518660
2771,VCB,20200810,63.661,63.8914,62.8931,62.8931,576570
2772,VCB,20200811,62.8931,63.4306,62.8163,63.0467,312920
2773,VCB,20200812,63.0467,63.2003,62.8931,63.0467,310430
2774,VCB,20200813,63.0467,63.7378,62.9699,63.7378,385320
2775,VCB,20200814,63.7378,63.8146,62.8931,62.9699,820270
2776,VCB,20200817,62.9699,63.661,62.7395,63.2003,389480
2777,VCB,20200818,63.2003,63.4306,62.7395,63.2003,331690
2778,VCB,20200819,63.2003,63.7378,62.9699,63.7378,586790
2779,VCB,20200820,63.7378,64.8897,63.7378,63.7378,1093620
2780,VCB,20200821,63.7378,63.8914,63.4306,63.661,1281740
2781,VCB,20200824,63.661,64.9665,63.7378,64.4289,1530010
2782,VCB,20200825,64.4289,65.1969,64.4289,64.4289,1748400
2783,VCB,20200826,64.4289,64.4289,64.045,64.1218,1585740
2784,VCB,20200827,64.1218,64.4289,63.8914,64.1218,1003280
2785,VCB,20200828,64.1218,64.4289,63.9682,64.045,1645430
2786,VCB,20200831,64.045,64.8897,63.5842,63.7378,971310
2787,VCB,20200901,63.7378,63.9682,63.661,63.7378,1625600
2788,VCB,20200903,63.7378,66.4255,64.2753,66.1952,2503810
2789,VCB,20200904,66.1952,66.1952,65.1201,65.1969,2425360
2790,VCB,20200907,65.1969,65.3504,64.1986,64.1986,1181750
2791,VCB,20200908,64.1986,64.4289,63.2003,63.3538,1985560
2792,VCB,20200909,63.3538,63.8914,62.5859,63.1235,1472680
2793,VCB,20200910,63.1235,63.9682,63.0467,63.0467,689700
2794,VCB,20200911,63.0467,63.4306,62.8163,63.2003,665690
2795,VCB,20200914,63.2003,63.8146,63.5074,63.7378,594680
2796,VCB,20200915,63.7378,64.1218,63.3538,63.3538,998970
2797,VCB,20200916,63.3538,63.8146,62.9699,63.661,628030
2798,VCB,20200917,63.661,63.7378,62.9699,63.3538,1043250
2799,VCB,20200918,63.3538,63.7378,63.277,63.661,1188400
2800,VCB,20200921,63.661,64.1986,63.7378,63.7378,1671360
2801,VCB,20200922,63.7378,64.8129,63.5842,64.5057,1746960
2802,VCB,20200923,64.5057,65.6576,64.6593,65.5808,1395190
2803,VCB,20200924,65.5808,66.1952,64.5825,66.1184,1628730
2804,VCB,20200925,66.1184,66.1952,65.6576,66.0416,1107270
2805,VCB,20200928,66.0416,66.1952,65.5808,66.0416,1254760
2806,VCB,20200929,66.0416,66.1184,64.3521,64.9665,1609090
2807,VCB,20200930,64.9665,65.2737,64.3521,64.5825,584450
2808,VCB,20201001,64.5825,65.3504,64.6593,65.1201,367030
2809,VCB,20201002,65.1201,65.2737,61.434,64.5057,890840
2810,VCB,20201005,64.5057,65.2737,64.045,64.1218,811740
2811,VCB,20201006,64.1218,64.8129,63.8914,64.4289,1105060
2812,VCB,20201007,64.4289,65.4272,63.8146,65.2737,988270
2813,VCB,20201008,65.2737,65.6576,64.3521,65.1201,549140
2814,VCB,20201009,65.1201,65.2737,64.8897,65.1201,366200
2815,VCB,20201012,65.1201,66.8095,65.1201,65.9648,1574610
2816,VCB,20201013,65.9648,66.7327,65.6576,66.4255,814530
2817,VCB,20201014,66.4255,68.3454,66.5791,67.731,1206380
2818,VCB,20201015,67.731,68.0382,66.6559,68.0382,1424740
2819,VCB,20201016,68.0382,68.0382,67.1935,67.731,668850
2820,VCB,20201019,67.731,67.8078,67.1935,67.1935,1052250
2821,VCB,20201020,67.1935,67.4238,66.7327,67.347,1075780
2822,VCB,20201021,67.347,68.0382,65.9648,66.1952,1452050
2823,VCB,20201022,66.1952,66.5023,65.3504,66.5023,1320610
2824,VCB,20201023,66.5023,67.1935,66.5791,67.1935,657830
2825,VCB,20201026,67.1935,67.4238,66.0416,66.0416,911390
2826,VCB,20201027,66.0416,67.0399,65.6576,66.0416,1169320
2827,VCB,20201028,66.0416,66.4255,64.1218,64.6593,866330
2828,VCB,20201029,64.6593,65.1201,64.1218,64.1986,764720
2829,VCB,20201030,64.1986,64.8129,63.5842,63.7378,1090610
2830,VCB,20201102,63.7378,65.888,63.7378,65.888,366300
2831,VCB,20201103,65.888,65.9648,65.0433,65.2737,308550
2832,VCB,20201104,65.2737,65.6576,64.7361,65.2737,394660
2833,VCB,20201105,65.2737,65.6576,65.1201,65.2737,507960
2834,VCB,20201106,65.2737,65.3504,64.5057,65.2737,323160
2835,VCB,20201109,65.2737,65.888,65.1201,65.6576,1007000
2836,VCB,20201110,65.6576,67.0399,65.3504,65.3504,1511520
2837,VCB,20201111,65.3504,66.5023,65.1969,65.1969,1032520
2838,VCB,20201112,65.1969,66.4255,65.7344,66.3487,405350
2839,VCB,20201113,66.3487,66.7327,66.1952,66.7327,417840
2840,VCB,20201116,66.7327,67.4238,65.2737,65.888,1250340
2841,VCB,20201117,65.888,67.2703,65.6576,67.2703,548250
2842,VCB,20201118,67.2703,67.347,66.8095,67.2703,906810
2843,VCB,20201119,67.2703,69.2669,67.1167,69.2669,2584440
2844,VCB,20201120,69.2669,71.0331,69.1901,71.0331,1231960
2845,VCB,20201123,71.0331,71.0331,69.8812,70.342,648830
2846,VCB,20201124,70.342,70.9563,69.7276,70.9563,996580
2847,VCB,20201125,70.9563,72.3386,70.8795,71.801,1088020
2848,VCB,20201126,71.801,72.185,71.1099,72.185,698350
2849,VCB,20201127,72.185,72.5689,71.5706,72.5689,1210580
2850,VCB,20201130,72.5689,72.5689,70.2652,71.4171,1448340
2851,VCB,20201201,71.4171,71.5706,69.6508,70.6491,1162270
2852,VCB,20201202,70.6491,71.801,70.2652,71.801,746710
2853,VCB,20201203,71.801,72.1082,70.9563,71.801,736760
2854,VCB,20201204,71.801,71.801,69.958,69.958,860900
2855,VCB,20201207,69.958,71.6474,70.1884,71.4938,945460
2856,VCB,20201208,71.4938,72.1082,70.2652,71.4938,702820
2857,VCB,20201209,71.4938,74.1048,71.5706,74.1048,1198160
2858,VCB,20201210,74.1048,75.0263,74.028,74.6423,1299820
2859,VCB,20201211,74.6423,74.7191,73.644,74.6423,776190
2860,VCB,20201214,74.6423,76.7157,73.644,76.7157,931080
2861,VCB,20201215,76.7157,76.7157,74.1048,75.1031,1433260
2862,VCB,20201216,75.1031,76.7157,75.1031,76.7157,740700
2863,VCB,20201217,76.7157,76.7157,72.9529,73.7208,2305960
2864,VCB,20201218,73.7208,75.9478,73.7208,75.9478,1053200
2865,VCB,20201221,75.9482,76.645,75.3288,76.5675,697030
2866,VCB,20201222,76.5675,76.5675,75.4837,75.7934,748840
2867,VCB,20201223,75.7934,76.2579,75.0192,75.4837,666390
2868,VCB,20201224,75.4837,75.7934,74.3224,75.3288,815730
2869,VCB,20201225,75.3288,75.5611,74.8643,75.5611,314960
2870,VCB,20201228,75.5611,76.0256,75.3288,75.8708,836090
2871,VCB,20201229,75.8708,77.2643,75.7159,76.7998,696510
2872,VCB,20201230,76.7998,77.1095,75.4837,75.7934,509510
2873,VCB,20201231,75.7934,76.645,75.0966,75.7934,367140
2874,VCB,20210104,75.7934,77.2643,75.3288,76.645,855900
2875,VCB,20210105,76.645,77.8837,76.645,76.8772,739200
2876,VCB,20210106,76.8772,82.2191,76.8772,81.2901,2080400
2877,VCB,20210107,81.2901,83.9998,80.5159,82.8385,889000
2878,VCB,20210108,82.8385,83.6127,80.903,81.1353,963900
2879,VCB,20210111,81.1353,81.832,80.5933,80.903,847400
2880,VCB,20210112,80.903,81.7546,80.6708,81.7546,634900
2881,VCB,20210113,81.7546,82.1417,80.5159,81.1353,1064200
2882,VCB,20210114,81.1353,81.445,79.974,80.4385,832200
2883,VCB,20210115,80.4385,81.2127,79.3546,79.8966,1099800
2884,VCB,20210118,79.8966,81.2901,79.7417,79.974,1060400
2885,VCB,20210119,79.974,79.974,74.3998,76.645,1130300
2886,VCB,20210120,76.645,81.9869,75.8708,76.7224,2093000
2887,VCB,20210121,76.7224,79.7417,75.8708,79.7417,1283700
2888,VCB,20210122,79.7417,80.5159,78.9675,79.7417,1268500
2889,VCB,20210125,79.7417,79.7417,78.2708,79.3546,725900
2890,VCB,20210126,79.3546,79.3546,76.645,78.1159,970500
2891,VCB,20210127,78.1159,78.1159,72.6966,75.4063,1566800
2892,VCB,20210128,75.4063,75.4063,70.1418,70.1418,1205500
2893,VCB,20210129,70.1418,75.0192,66.1934,71.9998,1359000
2894,VCB,20210201,71.9998,74.3224,70.4514,70.5289,1309600
2895,VCB,20210202,70.5289,74.8643,71.2256,74.7095,1064500
2896,VCB,20210203,74.7095,76.645,74.7869,76.5675,1454600
2897,VCB,20210204,76.5675,76.645,72.6966,76.5675,967300
2898,VCB,20210205,76.5675,77.4192,75.7934,77.4192,897400
2899,VCB,20210208,77.4192,77.4192,72.0772,72.8514,2902200
2900,VCB,20210209,72.8514,75.4063,72.0772,75.2514,2978900
2901,VCB,20210217,75.2514,77.4192,75.4837,77.4192,1054100
2902,VCB,20210218,77.4192,78.9675,75.8708,78.9675,1688900
2903,VCB,20210219,78.9675,78.9675,76.7224,78.4256,1851200
2904,VCB,20210222,78.4256,78.9675,77.6514,77.8837,1388700
2905,VCB,20210223,77.8837,78.1933,76.7998,77.4192,1441400
2906,VCB,20210224,77.4192,78.1933,74.7095,75.9482,1265300
2907,VCB,20210225,75.9482,77.0321,75.5611,76.0256,896100
2908,VCB,20210226,76.0256,76.645,75.0966,76.0256,1070700
2909,VCB,20210301,76.0256,76.8772,76.0256,76.7998,911200
2910,VCB,20210302,76.7998,78.8127,75.8708,76.8772,1189600
2911,VCB,20210303,76.8772,76.9546,76.0256,76.1804,915600
2912,VCB,20210304,76.1804,77.0321,72.0772,75.3288,1118100
2913,VCB,20210305,75.3288,75.3288,73.5482,74.6321,1661600
2914,VCB,20210308,74.6321,75.0966,73.5482,73.703,1501800
2915,VCB,20210309,73.703,73.703,72.0772,73.5482,1344300
2916,VCB,20210310,73.5482,74.1676,72.774,73.9353,1063900
2917,VCB,20210311,73.9353,74.9417,74.1676,74.5546,1009800
2918,VCB,20210312,74.5546,74.7095,73.1611,74.1676,1259800
2919,VCB,20210315,74.1676,75.0966,73.9353,74.5546,1438400
2920,VCB,20210316,74.5546,74.5546,73.6256,74.0901,655800
2921,VCB,20210317,74.0901,74.1676,73.5482,74.0127,1239400
2922,VCB,20210318,74.0127,75.4837,73.9353,75.4837,1609100
2923,VCB,20210319,75.4837,75.4837,72.9288,72.9288,1595700
2924,VCB,20210322,72.9288,75.4837,73.8579,75.0966,1902000
2925,VCB,20210323,75.0966,75.0966,73.8579,74.1676,940800
2926,VCB,20210324,74.1676,74.245,72.8514,73.3159,1422500
2927,VCB,20210325,73.3159,74.3224,73.1611,73.6256,1160300
2928,VCB,20210326,73.6256,73.9353,72.5417,73.4708,1196800
2929,VCB,20210329,73.4708,74.1676,72.3869,73.7805,1195800
2930,VCB,20210330,73.7805,73.7805,72.8514,73.3934,1748700
2931,VCB,20210331,73.3934,73.6256,72.8514,73.3934,944600
2932,VCB,20210401,73.3934,75.6385,73.703,75.0192,2697600
2933,VCB,20210402,75.0192,76.2579,75.0192,75.7159,2277500
2934,VCB,20210405,75.7159,79.5869,76.3353,78.9675,3592400
2935,VCB,20210406,78.9675,79.3546,77.8063,78.8901,2243200
2936,VCB,20210407,78.8901,78.9675,77.7288,78.8901,1182700
2937,VCB,20210408,78.8901,78.8901,77.0321,77.4192,1575400
2938,VCB,20210409,77.4192,77.4192,75.4837,75.4837,2101700
2939,VCB,20210412,75.4837,76.7998,75.4063,76.5675,2670100
2940,VCB,20210413,76.5675,77.4192,75.4837,75.4837,1670900
2941,VCB,20210414,75.4837,76.4127,75.0192,76.4127,1336800
2942,VCB,20210415,76.4127,77.2643,74.9417,75.4837,2152800
2943,VCB,20210416,75.4837,76.2579,74.3224,74.5546,1515900
2944,VCB,20210419,74.5546,76.2579,74.1676,76.2579,1387500
