time,<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
817,VCB,20121005,10.1384,10.3908,10.1384,10.3066,170620
818,VCB,20121008,10.3066,10.4749,10.3066,10.4749,103200
819,VCB,20121009,10.4749,10.4749,10.3908,10.4328,262470
820,VCB,20121010,10.4328,10.4328,10.2646,10.3908,168270
821,VCB,20121011,10.3908,10.517,10.3487,10.3908,302120
822,VCB,20121012,10.3908,10.3908,10.2225,10.2646,301430
823,VCB,20121015,10.2646,10.2646,10.0542,10.0963,201160
824,VCB,20121016,10.0963,10.3487,10.0963,10.2646,608540
825,VCB,20121017,10.2646,10.3066,10.0963,10.0963,289210
826,VCB,20121018,10.0963,10.1804,10.0542,10.1384,273130
827,VCB,20121019,10.1384,10.1804,9.886,10.0542,317820
828,VCB,20121022,10.0542,10.1384,10.0122,10.1384,141010
829,VCB,20121023,10.1384,10.2646,10.1384,10.1384,170850
830,VCB,20121024,10.1384,10.1804,10.0542,10.1384,92680
831,VCB,20121025,10.1384,10.1384,10.0122,10.0542,177170
832,VCB,20121026,10.0542,10.1384,10.0122,10.0542,38580
833,VCB,20121029,10.0542,10.0542,9.928,10.0122,140920
834,VCB,20121030,10.0122,10.0122,9.928,9.928,193650
835,VCB,20121031,9.928,9.928,9.7598,9.8018,204080
836,VCB,20121101,9.8018,9.8018,9.6756,9.7177,196810
837,VCB,20121102,9.7177,9.7177,9.2549,9.2549,476600
838,VCB,20121105,9.2549,9.4232,9.0025,9.0025,222800
839,VCB,20121106,9.0025,9.0867,8.8343,8.8343,293160
840,VCB,20121107,8.8343,9.2549,8.8343,9.2549,224990
841,VCB,20121108,9.2549,9.7177,9.297,9.7177,679950
